stage_number,stage_title,learning_card_code,learning_card_id,learning_card_title,question_number,question_id,question_type,choice_position_source_order,choice_id,is_correct,text,feedback,represented_misconception,represented_glossary_term,distractor_source,distractor_rationale
6,Twilight: The Wider Landscape,6.2,diffusion,Diffusion vs Autoregression,2,v02712-diffusion-q2,mechanism,2,v02712-diffusion-q2-2-autoregression,false,"Choose one next text token, append, and rerun.",That is the text LLM loop. That swaps this mechanism with a nearby model step; keep the stage boundary clear.,"Choose one next text token, append, and rerun.",autoregression,explicit-confusable,"Plausible because autoregression is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.2,diffusion,Diffusion vs Autoregression,2,v02712-diffusion-q2,mechanism,3,v02712-diffusion-q2-3-rag,false,Retrieve outside documents into context.,Retrieval is separate from diffusion generation. Prompt and context can steer a current run without automatically becoming durable learning.,Retrieve outside documents into context.,RAG,explicit-confusable,"Plausible because RAG is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.2,diffusion,Diffusion vs Autoregression,2,v02712-diffusion-q2,mechanism,4,v02712-diffusion-q2-4-training,false,Update weights after each image is shown to a user.,Generation usually does not update weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Update weights after each image is shown to a user.,training,explicit-confusable,"Plausible because training is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.2,diffusion,Diffusion vs Autoregression,3,v02712-diffusion-q3,misconception-check,1,v02712-diffusion-q3-correct,true,ChatGPT-style text generation is not how all generative systems work.,Insight strengthened. Different media and methods need different mental models.,,,,
6,Twilight: The Wider Landscape,6.2,diffusion,Diffusion vs Autoregression,3,v02712-diffusion-q3,misconception-check,2,v02712-diffusion-q3-2-ai,false,It proves all AI systems are LLMs.,"LLMs are one branch, not all AI. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",It proves all AI systems are LLMs.,AI,explicit-confusable,"Plausible because AI is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.2,diffusion,Diffusion vs Autoregression,3,v02712-diffusion-q3,misconception-check,3,v02712-diffusion-q3-3-truth,false,It means diffusion outputs are automatically true.,"Generated media can still mislead or need review. Probability, permission, fluency, or confidence is not the same as truth.",It means diffusion outputs are automatically true.,truth,explicit-confusable,"Plausible because truth is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.2,diffusion,Diffusion vs Autoregression,3,v02712-diffusion-q3,misconception-check,4,v02712-diffusion-q3-4-multimodal-ai,false,It means multimodal systems have human senses.,"Processing media types is not human perception. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",It means multimodal systems have human senses.,multimodal AI,explicit-confusable,"Plausible because multimodal AI is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.3,multimodal,Multimodal AI,1,v02712-multimodal-q1,application,1,v02712-multimodal-q1-correct,true,It represents or processes more than one media type together.,Insight strengthened. Multimodal means multiple modalities in one system or workflow.,,,,
6,Twilight: The Wider Landscape,6.3,multimodal,Multimodal AI,1,v02712-multimodal-q1,application,2,v02712-multimodal-q1-2-perception,false,It has human-like vision and feelings.,"Processing images is not the same as human perception. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",It has human-like vision and feelings.,perception,explicit-confusable,"Plausible because perception is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.3,multimodal,Multimodal AI,1,v02712-multimodal-q1,application,3,v02712-multimodal-q1-3-training,false,It turns every file into permanent training data.,"Inputs during use usually enter context, not weights. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.",It turns every file into permanent training data.,training,explicit-confusable,"Plausible because training is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.3,multimodal,Multimodal AI,1,v02712-multimodal-q1,application,4,v02712-multimodal-q1-4-llm,false,It is only a text LLM with no media representation.,"A multimodal system adds media processing beyond plain text. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",It is only a text LLM with no media representation.,LLM,explicit-confusable,"Plausible because LLM is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.3,multimodal,Multimodal AI,2,v02712-multimodal-q2,boundary,1,v02712-multimodal-q2-correct,true,"Media inputs become numerical representations, not human senses.",Good boundary. The system can process media without seeing or feeling like a person.,,,,
6,Twilight: The Wider Landscape,6.3,multimodal,Multimodal AI,2,v02712-multimodal-q2,boundary,2,v02712-multimodal-q2-2-consciousness,false,The model literally experiences the image.,"That adds human experience the mechanism does not show. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",The model literally experiences the image.,consciousness,explicit-confusable,"Plausible because consciousness is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.3,multimodal,Multimodal AI,2,v02712-multimodal-q2,boundary,3,v02712-multimodal-q2-3-retrieval,false,The model searches every image on the web by itself.,"Web/image search requires a connected tool or index. Search, retrieval, and evidence use are separate system steps, and they still need checking.",The model searches every image on the web by itself.,retrieval,explicit-confusable,"Plausible because retrieval is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.3,multimodal,Multimodal AI,2,v02712-multimodal-q2,boundary,4,v02712-multimodal-q2-4-grounding,false,The model becomes perfectly grounded by seeing media.,"Media input can still be misread or misused. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",The model becomes perfectly grounded by seeing media.,grounding,explicit-confusable,"Plausible because grounding is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.3,multimodal,Multimodal AI,3,v02712-multimodal-q3,model-trace,1,v02712-multimodal-q3-correct,true,A larger AI product can combine different media models and generation methods.,Insight strengthened. Products can mix components without making every component work the same way.,,,,
6,Twilight: The Wider Landscape,6.3,multimodal,Multimodal AI,3,v02712-multimodal-q3,model-trace,2,v02712-multimodal-q3-2-diffusion,false,Diffusion and LLMs must be the same model internally.,"They can be combined in products while remaining different methods. The tempting idea is nearby, but it does not match the boundary this checkpoint is testing.",Diffusion and LLMs must be the same model internally.,diffusion,explicit-confusable,"Plausible because diffusion is nearby, but this choice preserves a misconception the card is designed to correct."
6,Twilight: The Wider Landscape,6.3,multimodal,Multimodal AI,3,v02712-multimodal-q3,model-trace,3,v02712-multimodal-q3-3-memory,false,Multimodal always means the model has permanent memory.,Multiple media types do not imply stored memory. That would be a durable learning or storage claim; this checkpoint is separating it from temporary context or runtime behavior.,Multimodal always means the model has permanent memory.,memory,explicit-confusable,"Plausible because memory is nearby, but this choice preserves a misconception the card is designed to correct."
